,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
192422,0671648969,"Case Of The Disappearing Diamond (Nancy Drew 80) : Case Of The Disappearing Diamond (Nancy Drew, No 80)",Carolyn Keene,1987,Aladdin
192424,0671663127,"Case Of The Rising Star (Nancy Drew 87) : Case Of The Rising Star (Nancy Drew, No 87)",Carolyn Keene,1989,Aladdin
192637,0671824228,What Mcgilcudy Saw,Agatha Christie,1979,Pocket
192727,0441031080,Asimov Chronicles (Asimov Chronicles),Isaac Asimov,1990,Ace Books
192731,0441000118,The Asimov Chronicles: Fifty Years Of Isaac Asimov (Asimov Chronicles),Isaac Asimov,1990,Ace Books
192743,0373074336,"Unfinished Business (Silhouette Intimate Moments, 433)",Nora Roberts,1992,Silhouette
192839,0345368983,The Chronicles Of Pern: First Fall (The Dragonriders Of Pern),Anne McCaffrey,1993,Ballantine Books
192923,055314586X,"Waltz Of Hearts, No. 139",Barbara Cartland,1981,Bantam Books
193090,082173024X,"To Dance With Angels: An Amazing Journey To The Heart With The Phenomenal Thomas Jacobson And The Grand Spirit, \ Dr. Peebles\""""",Don Pendleton,1990,Zebra Books
193122,0671625659,"Deadly Intent (Keene, Carolyn. Nancy Drew Files, Case No. 2.)",Carolyn Keene,1986,Pocket Books
193278,2253029343,Mort Sur Le Nil,Agatha Christie,2001,LGF
193412,0671527592,In The Name Of Love Nancy Drew On Campus 11 (Nancy Drew On Campus),Carolyn Keene,1996,Simon Pulse
193414,0671527649,Just The Two Of Us: Nancy Drew On Campus #12,Carolyn Keene,1996,Simon Pulse
193415,067166316X,"The Girl Who Couldn'T Remember (Nancy Drew 91) : The Girl Who Couldn'T Remember (Nancy Drew Mystery Stories, No 91)",Carolyn Keene,1989,Aladdin
193416,3499108682,... Steigen Aus... Maschine Brennt... 10 Fliegergeschichten.,Roald Dahl,1966,Rowohlt Tb.
193508,0140385320,Charlie And The Chocolate Factory (Puffin Modern Classics),Roald Dahl,1997,Puffin Books
193541,1853042439,Garfield Pocket Books: Le Magnifique! (Garfield Pocket Books),Jim Davis,1990,Ravette Publishing Ltd
193545,1853042420,Garfield Pocket Books: Going Places (Garfield Pocket Books),Jim Davis,1990,Ravette Publishing Ltd
193548,090671009X,"Garfield Pocket Books: Admit It, Odie'S Ok! (Garfield Pocket Books)",Jim Davis,1983,Ravette Publishing Ltd
193708,0451526953,"The Tragedy Of Richard The Third: With New And Updated Critical Essays And A Revised Bibliography (Shakespeare, William, Works.)",William Shakespeare,1998,Signet Book
193738,0425173674,"Private Lives (Tom Clancy'S Net Force; Young Adults, No. 9)",Tom Clancy,2000,Berkley Publishing Group
193771,0416179207,Hamlet (Arden Edition Of The Works Of William Shakespeare),William Shakespeare,1985,Van Nostrand Reinhold
193793,0671504533,"Cliff Hanger Hardy Boys Case Files 112 (Hardy Boys Casefiles , No 112)",Franklin W. Dixon,1996,Simon Pulse
193804,0671504339,"Bad Chemistry (Hardy Boys Case File 110) : Bad Chemistry (Hardy Boys Casefiles, No 110)",Franklin W. Dixon,1996,Simon Pulse
193833,0192834193,As You Like It (Oxford World'S Classics),William Shakespeare,1998,Oxford University Press
193967,0140072675,The Winter Of Our Discontent,John Steinbeck,1982,Penguin Books
194057,0886777054,"Exile'S Song (Daw Book Collectors, No. 1024)",Marion Zimmer Bradley,1996,Daw Books
194058,0886775930,Darkover (Daw Book Collectors),Marion Zimmer Bradley,1993,Daw Books
194296,1568650515,Postmark: Murder,Agatha Christie,1986,Doubleday Books
194315,046087246X,Midsummer Night'S Dream (Everyman Paperback Classics),William Shakespeare,1993,Everymans Library
194449,3404204255,Das Schwert Der Amazone.,Marion Zimmer Bradley,2001,LÃ?Â¼bbe
195276,8423973913,El Suenno De Una Noche De Verano (Coleccion Austral),William Shakespeare,1998,"Espasa Calpe Mexicana, S.A."
195288,344244103X,Die Mayfair- Hexen.,Anne Rice,1998,Goldmann
195480,0764220020,The Matchmakers,Janette Oke,1997,Baker Pub Group
195521,0486414264,Life On The Mississippi (Dover Thrift Editions),Mark Twain,2000,Dover Publications
195524,0877014426,Jumping Frog,Mark Twain,1987,Chronicle Books Llc
195535,0486293831,The Prince And The Pauper (Children'S Thrift Classics),Mark Twain,1997,Dover Publications
195563,0520228383,Adventures Of Huckleberry Finn (Mark Twain Library),Mark Twain,2001,University of California Press
195572,0451528352,The Prince And The Pauper: A Tale For Young People Of All Ages (Signet Classics (Paperback)),Mark Twain,2002,Signet Classics
195591,0375756817,The Adventures Of Tom Sawyer (Modern Library Classics),Mark Twain,2001,Modern Library
195606,0451201140,The Mousetrap And Other Plays (Miss Marple Mysteries (Paperback)),Agatha Christie,2000,Signet Book
195741,0916103730,Brotherhood,Frank McCourt,2001,American Express Food &amp; Wine Magazine Corpora
195856,0590456679,"Stacey'S Big Crush (Baby-Sitters Club, 65)",Ann M. Martin,1993,Scholastic
195917,0802703631,"The Sensuous Dirty Old Man,",Isaac Asimov,1971,Walker
195949,0590691996,"Class Play (Kids In Ms Colman'S Class, No 3)",Ann M. Martin,1996,Scholastic Paperbacks
196019,0671677640,"Lessons In Love River Heights #6 (River Heights, No 6)",Carolyn Keene,1990,Simon Pulse
196061,0140620532,Lord Arthur Savile'S Crime (Penguin Popular Classics),Oscar Wilde,1994,Penguin Books Ltd
196162,0812034449,Charles Dickens' A Tale Of Two Cities (Barron'S Book Notes),Charles Dickens,1984,Barron's Educational Series
196188,0140714790,Measure For Measure (Pelican Shakespeare),William Shakespeare,2000,Penguin Books
196229,9504905455,Inocencia Tragica,Agatha Christie,2000,Planeta
196248,0373073976,"Suzanne'S Surrender (Silhouette Intimate Moments, No. 397)",Nora Roberts,1991,Silhouette
196276,0786803614,The Doll People,Ann M. Martin,2000,Hyperion Books for Children
196283,9580455821,Julio Cesar,William Shakespeare,1999,Norma
196340,8408020943,Camara De Gas,John Grisham,1998,Booket
196347,0553279416,"Too Good To Be True (Sweet Vally High, No 11)",Francine Pascal,1985,Sweet Valley
196349,0373835868,Everybody'S Talking,Jayne Ann Krentz,2003,Harlequin
196372,0553269720,Sweet Valley High #29: Bitter Rivals (Sweet Valley High (Numbered Paperback)),Francine Pascal,1986,Bantam Books
196581,0373834934,"Take 5, Volume 2: Call It Destiny, Velvet Touch, Heartland, Soul Mates, And Designing Women",Jayne Ann Krentz,2001,Harlequin
196647,3453169352,Op- Center 7. Feindbilder.,Tom Clancy,2000,Heyne
196682,0671027875,Mystery At Moorsea Manor: Nancy Drew #150,Carolyn Keene,1999,Aladdin
196809,3453099362,Blut Im Morgengrauen,Stephen King,1998,Wilhelm Heyne Verlag GmbH &amp; Co KG
196937,1560600748,Dragonflight: Book 1 (Dragonflight),Anne McCaffrey,1991,Eclipse Books
196997,0671886525,Trust Me  Cassette,Jayne Ann Krentz,1995,Simon &amp; Schuster Audio
197060,0439568358,How I Got My Shrunken Head (Goosebumps Series),R. L. Stine,2003,Scholastic Paperbacks
197140,840149527X,Sin Remordimientos,Tom Clancy,2000,"Plaza &amp; Janes Editores, S.A."
197192,0451523849,Picture Of Dorian Gray And Selected Stories,Oscar Wilde,1989,New Amer Library Classics
197256,3150090806,The Witches.,Roald Dahl,2001,"Reclam, Ditzingen"
197312,3596156262,Armand Der Vampir.,Anne Rice,2003,"Fischer (Tb.), Frankfurt"
197322,0307249050,Attack Of The Vampire Worms (Ghosts Of Fear Street #33),R. L. Stine,1998,Golden Books
197387,0553156772,"One Of The Gang (Sweet Valley Twins, No 10)",Francine Pascal,1987,Sweet Valley
197434,0590523457,"Stacey'S Problem (Baby-Sitters Club Friends Forever, 10)",Ann M. Martin,2000,Scholastic
197440,0590523406,"Mary Anne'S Revenge (Baby-Sitters Club Friends Forever, 8)",Ann M. Martin,2000,Scholastic
197457,0671700286,Model Crime (Nancy Drew Files 51) : Model Crime,Carolyn Keene,1990,Simon Pulse
197501,0671794825,Stage Fright (Nancy Drew Files 90) : Stage Fright (Nancy Drew Files (Paperback)),Carolyn Keene,1993,Simon Pulse
197775,0140434976,Our Mutual Friend (Penguin Classics),Charles Dickens,1998,Penguin Books
197783,0393958280,David Copperfield (Norton Critical Edition),Charles Dickens,1989,W. W. Norton &amp; Company
197792,0393093328,"Bleak House: An Authoritative And Annotated Text, Illustrations, A Note On The Text, Genesis And Composition, Backgrounds, Criticism (A Norton)",Charles Dickens,1977,W. W. Norton &amp; Company
197796,0689865678,"A Race Against Time (Nancy Drew \All New\"" Girl Detective #2)""",Carolyn Keene,2004,Aladdin
197807,068986566X,"Without A Trace (Nancy Drew \All New\"" Girl Detective #1)""",Carolyn Keene,2004,Aladdin
197824,0590449680,"Stacey'S Ex-Best Friend (Baby-Sitters Club, 51)",Ann M. Martin,1992,Scholastic
197833,0590449672,"Kristy For President (Baby-Sitters Club, 53)",Ann M. Martin,1992,Scholastic
197844,0671746758,Paris Connection (Nancy Drew Hardy Boy Supermystery 6) : Paris Connection (Nancy Drew &Amp; Hardy Boys Supermystery),Carolyn Keene,1991,Simon Pulse
197864,0448089157,The Sinister Signpost (Hardy Boys (Hardcover)),Franklin W. Dixon,1975,Grosset &amp; Dunlap
197969,0345307135,Garfield Treasury,Jim Davis,1982,Ballantine Books
198055,291023391X,Aphorismes,Oscar Wilde,1997,Mille et une nuits
198058,0590059947,"Abby And The Best Kid Ever (Baby-Sitters Club, 116)",Ann M. Martin,1998,Scholastic
198117,0192836005,Young Goodman Brown And Other Tales (Oxford World'S Classics),Nathaniel Hawthorne,1999,Oxford University Press
198134,0590017985,Mutacion Fatal (Escalofrios/Goosebumps),R. L. Stine,2000,Scholastic
198313,039913817X,Damias Children And The Hive 3 (Rowan),Anne McCaffrey,1993,Penguin Putnam~trade
198366,059041920X,"Trapped In The Circus Of Fear (Give Yourself Goosebumps Special Edition, No 3)",R. L. Stine,1998,Apple (Scholastic)
198440,0345439228,Garfield Hogs The Spotlight (Garfield (Numbered Paperback)),Jim Davis,2000,Ballantine Books
198681,0671467190,3Rd Girl (Hercule Poirot Mysteries (Paperback)),Agatha Christie,1982,Pocket
198737,0816763402,Garfield'S Big Book Of Excellent Excuses,Jim Davis,2000,Troll Communications
198774,0816744394,"Garfield And The Beast In The Basement (Planet Reader, Chapter Book)",Jim Davis,1998,Troll Communications
198812,0345419626,Queen Of The Damned (Vampire Chronicles (Paperback)),Anne Rice,1997,Ballantine Books
198893,0606299270,No. 1 Ladies' Detective Agency,Alexander McCall Smith,2003,Turtleback
198946,3442415934,Mummenschanz. Ein Roman Von Der Bizarren Scheibenwelt.,Terry Pratchett,1997,Goldmann
198963,0553277715,"Second Chance (Sweet Valley High, No 53)",Francine Pascal,1989,Bantam Books
198967,1853261211,A Christmas Carol (Wordsworth Collection),Charles Dickens,1998,NTC/Contemporary Publishing Company
199024,0671830473,Pasenger To Frnkrt,Agatha Christie,1979,Pocket
199241,0451075226,Watsons,Jane Austen,1977,New American Library
199263,0553159461,"Jessica Saves The Trees (Sweet Valley Twins, 71)",Francine Pascal,1993,Sweet Valley
199267,0553484338,"The Mysterious Dr. Q (Sweet Valley Twins, 102)",Francine Pascal,1996,Sweet Valley
199279,0553481894,"Steven Gets Even (Sweet Valley Twins, 88)",Francine Pascal,1995,Sweet Valley
199407,0373030703,"Matter Of Principal (Harlequin Romance, No 3070)",Fern Michaels,1990,Harlequin
199677,0373032331,"Unexpected Landlord (Harlequin Romance, No 3233)",Fern Michaels,1992,Harlequin
199717,0416476708,The Winter'S Tale,William Shakespeare,1962,Routledge
199722,0373219482,Wild &Amp; Wonderfl Wv,Janet Dailey,1988,Harlequin
199768,0486424537,Oliver Twist (Dover Thrift Editions),Charles Dickens,2002,Dover Publications
199955,0192835785,David Copperfield (Oxford World'S Classics),Charles Dickens,1999,Oxford University Press
200028,0671731076,Real Horror (Hardy Boys Case File 71) : Real Horror (The Hardy Boys Casefiles No. 71),Franklin W. Dixon,1993,Simon Pulse
200055,344244263X,Airframe.,Michael Crichton,1999,Goldmann
200117,0312866909,Zombie Lover,Piers Anthony,1998,St Martins Pr
200146,0415026989,Merry Wives Of Windsor (Arden Shakespeare Second (Paperback)),William Shakespeare,1971,Thomson Learning
200150,0174435371,Troilus And Cressida (3Rd Series),William Shakespeare,1998,Arden Shakespeare
200175,0140431136,Nicholas Nickleby (Penguin English Library),Charles Dickens,1978,Penguin Books
200223,067142355X,Billion $ Rns Hb73 (Hardy Boys (Paperback)),Franklin W. Dixon,1982,Aladdin
200225,0174434774,Measure For Measure (Arden Shakespeare Second (Paperback)),William Shakespeare,1998,Arden Shakespeare
200250,0174434731,Shakespeare'S Sonnets (3Rd Series),William Shakespeare,1997,Thomas Nelson Publishers
200254,0415026954,Love'S Labour'S Lost (The Arden Edition Of The Works Of William Shakespeare),William Shakespeare,1968,Thomson Learning
200257,0174435754,Titus Andronicus (3Rd Series),William Shakespeare,1995,Thomas Nelson Publishers
200265,0174435827,Twelfth Night (Arden Shakespeare Second (Paperback)),William Shakespeare,1998,Arden Shakespeare
200268,0174436068,Midsummer Night'S Dream (Arden Shakespeare Second (Paperback)),William Shakespeare,1979,Arden Shakespeare
200272,0174434804,King Henry V (3Rd Series),William Shakespeare,1995,Arden Shakespeare
200273,0174435746,Cymbeline (Arden Shakespeare Second (Paperback)),William Shakespeare,1997,Arden Shakespeare
200275,0174435002,Love'S Labour'S Lost (3Rd Series),William Shakespeare,1998,Arden Shakespeare
200276,0174434901,Julius Caesar (3Rd Series),William Shakespeare,1998,Thomas Nelson Publishers
200379,0671731068,"Rigged For Revenge: Hardy Boys Casefiles #70 (Hardy Boys Casefiles, No 70)",Franklin W. Dixon,1992,Simon Pulse
200385,0671746170,Crime For Christmas (Nancy Drew Hardy Boy Supermystery ) : Crime For Christmas,Carolyn Keene,1991,Simon Pulse
200559,0671794760,"Sabotage At Sea (Hardy Boys Case File 92) : Sabotage At Sea (The Hardy Boys Casefiles, No 92)",Franklin W. Dixon,1994,Simon Pulse
200563,B00004THMF,My Gal Sunday : Henry And Sunday Stories,Mary Higgins Clark,1996,Simon &amp; Schuster
200571,0785729194,"The Dragonriders Of Pern: Dragonflight, Dragonquest, The White Dragon (Pern)",Anne McCaffrey,1999,Sagebrush Bound
200578,1853262986,Two Gentlemen Of Verona (Wordsworth Collection),William Shakespeare,1998,NTC/Contemporary Publishing Company
200623,0448089459,Mystery Of The Spiral Bridge (Hardy Boys 45),Franklin W. Dixon,1966,Grosset &amp; Dunlap
200682,0070120307,Heart At Work: Stories And Strategies For Building Self-Esteem And Reawakening The Soul At Work,Jack Canfield,1998,McGraw-Hill
200809,0140297790,Speaking With The Angels,Nick Hornby,2001,Penguin Books Ltd
200835,3505091235,"Tina Und Tini, Bd.14, Das Geheimnis Der Rotgelben Spinne",Enid Blyton,1985,Egmont Franz Schneider Verlag
200841,0373087438,"Romeo In The Rain (Harlequin Silhouette Romance, No 743)",Fern Michaels,1990,Silhouette
200906,8408020935,Tiempo De Matar,John Grisham,1997,Booket
200927,3453169379,Mord Unter Freunden.,Mary Higgins Clark,2001,Heyne
201104,0757300596,Chicken Soup For The Ocean Lover'S Soul,Jack Canfield,2003,HCI
201191,0590482270,"Mary Anne And Camp Bsc (Baby-Sitters Club, 86)",Ann M. Martin,1995,Scholastic
201196,3423124660,Das Bildnis Des Dorian Gray. Roman.,Oscar Wilde,1997,Dtv
201317,0373610998,"Code Of Dishonor (Mack Bolan, No 99)",Don Pendleton,1987,Gold Eagle
201454,8401498848,Ojos De Fuego,Stephen King,1996,Aims Intl Books
201475,0590500619,"Karen'S Show And Share (Baby-Sitters Little Sister, 109)",Ann M. Martin,1999,Scholastic
201480,0590500635,"Abby In Wonderland (Baby-Sitters Club, 121)",Ann M. Martin,1998,Apple (Scholastic)
201503,0515055654,Money Magic/Marriag,Barbara Cartland,1980,Jove Books
201583,0553157582,Surprise Surprise (Sweet Valley Kids (Paperback)),Francine Pascal,1999,Sweet Valley
201706,0590397753,"Lost In Stinkeye Swamp (Give Yourself Goosebumps, No 24)",R. L. Stine,1997,Apple
201730,0373254040,"Rememberance (Harlequin Temptation, No 304)",Fern Michaels,1990,Harlequin
201835,0763400858,Revenge Of The Lawn Gnomes (Goosebumps),R. L. Stine,1996,Walt Disney Records &amp; Audio
201840,0671574205,My Gal Sunday Henry And Sunday Stories Cassette : Henry And Sunday Stories,Mary Higgins Clark,1996,Simon &amp; Schuster Audio
201867,1582348278,"Harri Potter Maen Yr Athronydd (Harry Potter And The Philosopher'S Stone, Welsh Edition)",J. K. Rowling,2003,Bloomsbury USA Children's Books
201937,0934998248,The Impatient Turtle (Classic Children'S Story),Janette Oke,1986,Bethany House Publishers
202080,0886772389,Heritage Of Hastur,Marion Zimmer Bradley,1987,Daw Books
202087,0441892612,The Winds Of Darkover,Marion Zimmer Bradley,1986,Ace Books
202121,0345288475,Captive Splendors,Fern Michaels,1980,Not Avail
202127,0345296117,Vixen In Velvet,Fern Michaels,1976,Ballantine Books
202202,0373483988,Paint Me Rainbows,Fern Michaels,1999,Silhouette
202245,1555323472,Did Comets Kill The Dinosaurs? (Isaac Asimov'S Library Of The Universe),Isaac Asimov,1988,G. Stevens Pub
202303,0393090736,The Scarlet Letter (Norton Critical Edition),Nathaniel Hawthorne,1978,W W Norton &amp; Co Inc
202366,0373073178,"Times Change (Intimate Moments, No 317)",Nora Roberts,1989,Silhouette
202395,0373898185,Bride Of The Delta Q,Janet Dailey,1987,Harlequin
202397,0373898177,Bluegrass King (Bluegrass King - Kentucky),Janet Dailey,1987,Harlequin
202409,0373898118,Kona Winds,Janet Dailey,1986,Harlequin
202524,1840224010,De Profundis: The Ballad Of Reading Gaol And Other Writings,Oscar Wilde,1999,Lb May &amp; Assoc Inc
202562,2266080873,La Voix Des Anges,Anne Rice,1999,Pocket
202665,0140714049,Winter'S Tale (The Pelican Shakespeare),William Shakespeare,1965,Penguin Books
202669,0590399985,"Checkout Time At The Dead-End Hotel (Give Yourself Goosebumps, No 27)",R. L. Stine,1998,Apple
202876,0300024959,Shakespeare'S Sonnets (Y-356),William Shakespeare,1980,Yale University Press
202887,0064409074,The Nightmare Room #9: Camp Nowhere (Nightmare Room),R. L. Stine,2001,Avon
202891,0671467212,10 Little Indians,Agatha Christie,1982,Pocket
202949,0307115968,Garfield On The Farm,Jim Davis,1990,Golden Books
202999,0553211269,A Christmas Carol And Other Victorian Fairy Tales,Charles Dickens,1983,Bantam Books
203365,0195854004,Canterville Ghost And Other Stories (Oxford Progressive English Readers),Oscar Wilde,1993,Oxford University Press
203403,0140080384,The Long Valley,John Steinbeck,1986,Penguin USA
203416,1558744304,Chicken Soup For The Soul At Work (Chicken Soup For The Soul Series (Cloth)),Jack Canfield,1996,Health Communications
